X,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
AC004448.2,0,1.84900734330259,0.185,0.015,0
CYBA,0,0.420621595603175,0.654,0.46,0
EIF3F,0,0.578884437645174,0.439,0.279,0
FCMR,0,0.549929714940194,0.637,0.441,0
FTH1,0,0.850134050752689,0.599,0.409,0
JUNB,0,0.846049242895749,0.644,0.439,0
KLF2,0,0.46659296392047,0.368,0.214,0
LTB,0,0.504907701524965,0.847,0.659,0
MT-ND3,0,0.444170066037137,0.893,0.808,0
PFN1,0,0.94467028988719,0.434,0.216,0
RIPOR2,0,0.448666946151165,0.778,0.613,0
RNASET2,0,0.581808194883336,0.367,0.2,0
RPL13,0,0.719137120546691,0.866,0.743,0
RPS2,0,0.523768582776102,0.604,0.432,0
TRIR,0,0.673996634492388,0.321,0.149,0
VIM,0,0.804036309620519,0.484,0.283,0
SARAF,6.12785e-319,0.432449436631915,0.632,0.473,1.848587544e-314
PTPRCAP,1.613640829e-314,0.299721432838385,0.471,0.323,4.8678702885719e-310
APBB1IP,1.42331808225032e-308,0.412119817516581,0.421,0.266,4.29372365872454e-304
UBE2D2,2.02623055063284e-308,0.419810457229113,0.432,0.276,6.11252970209409e-304
SYNGR2,8.60044549884046e-303,0.449218653442498,0.288,0.155,2.5944963936352e-298
ATP6V0C,3.07575900442976e-298,0.408294226005121,0.256,0.132,9.27864218866326e-294
LBH,1.38763538621709e-285,0.28744255949283,0.358,0.218,4.1860796696011e-281
ARL6IP4,4.30950530804783e-284,0.390630613311179,0.268,0.145,1.30004846627879e-279
FOS,1.14231552285542e-279,0.541492891602028,0.814,0.717,3.44602323779796e-275
RPS28,6.46627162729196e-272,0.357354443290736,0.863,0.851,1.95068016180517e-267
TPD52,8.31635042060011e-272,0.434789938423146,0.422,0.276,2.50879343138244e-267
DDX17,5.1811987914969205e-255,0.403286041151818,0.473,0.328,1.56301223943088e-250
ALKBH7,3.76500527186167e-254,0.3253596482833,0.179,0.082,1.13578914036251e-249
TNFAIP8,6.71713748496687e-250,0.358194620324279,0.507,0.361,2.02635886508995e-245
MARCH1,1.7596627479265e-246,0.430784247760485,0.577,0.432,5.30837461166988e-242
ANXA6,6.24915251519765e-242,0.275557727764396,0.466,0.326,1.88518183925967e-237
YWHAB,9.14989432742899e-238,0.321351745417349,0.487,0.345,2.7602486217555e-233
TRAPPC5,1.03367159512227e-237,0.283909131555444,0.148,0.075,3.11827710100536e-233
RPS21,1.53066332032682e-236,0.347844317198278,0.825,0.811,4.61755203842991e-232
IDS,3.97668813826599e-230,0.463917292712828,0.307,0.187,1.1996475106707e-225
JTB,4.43427192188877e-230,0.337225266887775,0.227,0.124,1.33768681067619e-225
NCF1,3.41331077462765e-228,0.353413100085029,0.577,0.439,1.02969346138192e-223
COX5A,1.820990217195e-224,0.290720757559636,0.144,0.068,5.49338118821216e-220
MIF,9.77863643288129e-224,0.317192223954125,0.453,0.318,2.9499212527073e-219
RPLP2,2.00955300417513e-222,0.282198698384449,0.857,0.822,6.06221854769512e-218
NIBAN3,1.65645801308131e-220,0.336265873893598,0.646,0.513,4.9970368880624e-216
FLI1,2.6828276868695e-215,0.353676971797446,0.36,0.235,8.09328628297922e-211
PARP1,9.43132418343517e-212,0.300811773962933,0.377,0.252,2.84514756641689e-207
HVCN1,3.21814464769969e-210,0.32875387444708,0.573,0.438,9.70817695871565e-206
ITGA4,3.06615380408777e-209,0.334272096849987,0.466,0.335,9.24966618079158e-205
RALGPS2,5.21111466229537e-208,0.40087076375797,0.733,0.61,1.57203696017464e-203
LSM2,2.32738433820616e-207,0.261541870937629,0.165,0.078,7.02102033306651e-203
PACS1,5.72433072376074e-207,0.372720805053783,0.472,0.341,1.7268588494369e-202
MRPS34,1.23723837960022e-205,0.253017178903085,0.119,0.051,3.73237701973997e-201
TCL1A,1.72075402225663e-203,0.530891488894938,0.4,0.281,5.19099865894158e-199
GYPC,8.82668682425639e-203,0.291560001051069,0.24,0.137,2.66274661427342e-198
LIMD2,1.82479291615138e-199,0.269239602243347,0.638,0.511,5.50485279015386e-195
ARHGAP17,8.9683713004451e-199,0.323606817792693,0.295,0.184,2.70548857020527e-194
DYNLL1,1.17172117251316e-198,0.271487177380087,0.244,0.142,3.53473126112044e-194
WASF2,1.49669318695267e-197,0.292216447933271,0.332,0.215,4.51507433708013e-193
CALM1,4.8009934601189e-194,0.294206669834031,0.531,0.401,1.44831569711407e-189
PDIA3,8.04871492009667e-192,0.390579576910597,0.276,0.17,2.42805582994556e-187
PPP1CC,4.62788650835771e-186,0.320165042931479,0.234,0.137,1.39609452297627e-181
IKZF1,2.99012791405523e-183,0.344297950567597,0.475,0.351,9.02031887833042e-179
GNG7,7.46875539827992e-183,0.291037255810848,0.539,0.414,2.2530994409991e-178
MBNL1,6.64718938624875e-181,0.341384131286041,0.763,0.655,2.00525762214966e-176
DDT,3.81727121924728e-178,0.286135497606483,0.205,0.116,1.15155620871033e-173
AC119396.1,7.63241830026536e-172,0.257014632723086,0.453,0.338,2.30247162864105e-167
SELL,2.93793968891996e-168,0.250179382605042,0.629,0.51,8.86288265956484e-164
NOL7,2.89006655660884e-167,0.284345862913848,0.219,0.13,8.71846378132189e-163
HP1BP3,2.56526655542959e-166,0.276155422079153,0.324,0.218,7.73863961776445e-162
PLD4,2.53176562087239e-165,0.277314151917725,0.214,0.127,7.63757734848575e-161
EPB41,7.98105187363585e-164,0.269686658324854,0.406,0.294,2.40764391871973e-159
MAML2,2.22142374521327e-163,0.380663662265136,0.443,0.327,6.70136901218486e-159
ST6GAL1,3.9256938767766e-163,0.284655085617904,0.512,0.395,1.1842640718072e-158
RSBN1L,1.43487873634343e-161,0.253595375687391,0.297,0.196,4.32859868392723e-157
S100A10,1.7650951533246e-161,0.301539670422298,0.237,0.144,5.32476254903431e-157
NFATC3,5.38219471426071e-160,0.312918244636054,0.244,0.151,1.62364667945103e-155
UVRAG,6.39032862891194e-160,0.313614642365402,0.486,0.37,1.92777043748386e-155
CD24,7.03781316728089e-160,0.259755310189359,0.289,0.19,2.12309709817363e-155
RPS15,1.90945427902615e-157,0.284915433472032,0.836,0.797,5.76025072353819e-153
CD55,2.74440159527836e-157,0.274657427737412,0.495,0.382,8.27903629247622e-153
REX1BD,6.54119143273325e-157,0.260830489643687,0.174,0.097,1.97328121951264e-152
FCHSD2,1.0915705420181e-156,0.324853330997823,0.602,0.486,3.29294085410601e-152
BLNK,1.46587689579147e-156,0.303772001683444,0.361,0.254,4.42211083153414e-152
ZCCHC7,2.22279899203885e-155,0.293078529731466,0.635,0.521,6.7055177192836e-151
SIPA1L3,3.58572438197668e-155,0.350773850673446,0.423,0.311,1.0817054743109e-150
RPL37,6.81764136844269e-151,0.283819300728469,0.841,0.845,2.05667787161811e-146
ANP32B,2.75913320709583e-149,0.283677636726152,0.28,0.184,8.32347714584599e-145
HOOK2,7.9333638521624e-148,0.299542977775751,0.149,0.078,2.39325787328183e-143
STX7,9.20484929889562e-145,0.262705460207648,0.416,0.31,2.77682688799784e-140
PAK2,2.67980518621806e-144,0.25078964579525,0.317,0.219,8.08416830526402e-140
PDE7A,4.19791318104014e-141,0.318838511744787,0.4,0.295,1.26638446932438e-136
RNASEH2B,3.3468802145558e-140,0.258062086831206,0.28,0.187,1.00965335432505e-135
BCL11A,8.48049970319317e-132,0.304411191952211,0.359,0.26,2.55831234546228e-127
YWHAQ,1.14465244818713e-131,0.261789222291188,0.264,0.176,3.45307304044612e-127
CD79B,1.89010910470474e-131,0.257848570394938,0.669,0.579,5.70189213616279e-127
PPP3CC,6.23340231196056e-131,0.27034370795972,0.292,0.2,1.88043047544914e-126
ARHGEF18,1.13606969272827e-130,0.302542676087109,0.272,0.183,3.42718144205336e-126
IKZF3,6.27001585432657e-130,0.260205200697431,0.513,0.407,1.8914756827747e-125
S100A6,1.48076587931665e-125,0.256766184029585,0.375,0.278,4.46702642813455e-121
ADAM19,5.07886568121212e-124,0.317575144829681,0.341,0.246,1.53214141005126e-119
UBE2J1,1.26714187900195e-123,0.279157307773137,0.204,0.128,3.82258690638519e-119
ETS1,5.11783748167167e-122,0.266998720367097,0.314,0.223,1.54389803309589e-117
SYNRG,3.63601728563792e-121,0.261171580933105,0.231,0.151,1.09687733455839e-116
CRIP1,4.71776442721638e-115,0.351715066131005,0.383,0.289,1.42320799475836e-110
RUNX1,1.42416492630138e-114,0.341044360425202,0.285,0.2,4.29627833317336e-110
CYBB,7.6295059508226e-114,0.254228100895475,0.401,0.307,2.30159306018465e-109
DIP2B,4.43037477982818e-108,0.301347844040103,0.278,0.196,1.33651115983077e-103
KLF6,8.69657057284749e-107,0.312910200090982,0.59,0.499,2.6234944447109e-102
FAM117B,4.57576113388e-104,0.261071880238499,0.259,0.181,1.38036986125758e-99
KHDRBS2,4.01623236088951e-102,0.333304887005798,0.339,0.254,1.21157681630954e-97
AHNAK,1.68539298192426e-99,0.260918266293267,0.486,0.395,5.0843250085709e-95
APP,3.59459573872902e-99,0.254903298198223,0.153,0.093,1.08438169650238e-94
STRBP,2.39982702522058e-98,0.264066365690605,0.379,0.292,7.23955818698293e-94
RPL38,3.62072194837258e-93,0.321030938189993,0.634,0.566,1.09226319016556e-88
OSBPL10,2.01225771589602e-91,0.312274575409987,0.433,0.346,6.07037785154353e-87
ANTXR2,5.92694920275249e-89,0.283369389165149,0.265,0.192,1.78798276599434e-84
IL4R,9.41570659206552e-89,0.283602573805109,0.369,0.287,2.84043620762841e-84
TRAC,1.22225134672379e-87,0.275697649823617,0.11,0.061,3.68716563766165e-83
PTEN,3.37156608524454e-87,0.25155004223381,0.242,0.172,1.01710034093572e-82
RANBP2,2.37332811181771e-85,0.271267991776732,0.306,0.23,7.15961891492049e-81
ARHGAP24,8.35683514868107e-84,0.379061790538318,0.52,0.435,2.52100645930262e-79
HDAC9,3.27599276738997e-83,0.285289824343512,0.393,0.312,9.88268738138533e-79
RBFOX2,5.33689996647517e-81,0.264988229132249,0.531,0.454,1.60998261288656e-76
COL19A1,1.17400574252365e-76,0.27028609339703,0.406,0.329,3.5416231234711e-72
RPS10,4.36462415026279e-75,0.332254890388448,0.391,0.317,1.31667616740978e-70
JAZF1,2.15688603661105e-71,0.250828271597558,0.367,0.295,6.50667810664456e-67
PTPRK,3.52420561637297e-71,0.257585715813333,0.211,0.151,1.06314710829124e-66
MAP3K8,1.75171274170404e-67,0.258221787472956,0.262,0.198,5.28439182789856e-63
RPS29,4.82682882167797e-61,0.394379331226636,0.685,0.653,1.45610945063559e-56
RPS27,8.75790554053385e-44,0.263392099035809,0.9,0.905,2.64199736441285e-39
RPL41,1.11583123253983e-30,0.303301636929223,0.713,0.675,3.3661280792029e-26
